第一申请人,第一申请人地区,第一申请人城市,year,biomanufacturing_patent_count,biomanufacturing_score_sum,biomanufacturing_score_mean,biomanufacturing_score_max,evidence_score_sum,evidence_score_mean,core_score_mean,core_score_max,main_categories,main_sub_categories,industry_segments,matched_terms,first_applicant_types
上海健康医学院,中国,上海,2024,1,4,4.0,4,4,4.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,重组表达系统,学校
上海健康医学院,中国,上海市,2021,2,5,2.5,3,5,2.5,2.5,3,产品与应用；生物过程与规模化,下游分离纯化；高值活性分子,应用产品；生产制造,分离纯化；核苷酸,学校
上海健康医学院,中国,上海市,2023,2,8,4.0,4,17,8.5,4.0,4,代谢工程与细胞工厂；酶与蛋白质工程,表达系统；酶工程,技术平台,固定化酶；精氨酸；诱导表达；谷氨酸；酶工程,学校
上海傲江生态环境科技有限公司,中国,上海市,2021,1,2,2.0,2,2,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,生物燃料,企业
上海傲睿科技有限公司,中国,上海,2025,2,8,4.0,4,8,4.0,4.0,4,测试筛选与自动化,微流控与单细胞筛选,底层工具,单细胞分选,企业
上海傲睿科技有限公司,中国,上海市,2022,1,4,4.0,4,8,8.0,4.0,4,测试筛选与自动化,微流控与单细胞筛选,底层工具,单细胞筛选；细胞打印,企业
上海儒克生物科技有限公司,中国,上海,2024,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,蛋白质工程,技术平台,单克隆抗体；抗体工程,企业
上海儒克生物科技有限公司,中国,上海市,2023,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,蛋白质工程,技术平台,单克隆抗体；抗体工程,企业
上海儿童营养中心(海南)有限公司,中国,海口市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤,企业
上海元戊医学技术有限公司,中国,上海,2024,2,6,3.0,3,6,3.0,3.0,3,前沿生物制造,干细胞与细胞规模制造,前沿制造,诱导多能干细胞,企业
上海兆维科技发展有限公司,中国,上海,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
上海光玥生物科技有限公司,中国,上海,2025,1,4,4.0,4,6,6.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,核苷酸；表达宿主,企业
上海光玥生物科技有限公司,中国,上海市,2023,1,2,2.0,2,4,4.0,2.0,2,产品与应用,高值活性分子,应用产品,PLA；核苷酸；聚乳酸；聚羟基脂肪酸酯,企业
上海公路桥梁(集团)有限公司,中国,上海市,2022,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,"企业,学校"
上海六合堂生物科技有限公司,中国,上海市,2021,2,8,4.0,4,18,9.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；固态发酵；液态发酵；深层发酵；生物发酵；生物转化,企业
上海兰之美雅化妆品有限公司,中国,上海,2025,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵；胶原蛋白,企业
上海共得健康科技集团有限公司,中国,上海,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
上海共得健康科技集团有限公司,中国,上海市,2022,1,2,2.0,2,3,3.0,2.0,2,产品与应用,高值活性分子,应用产品,柠檬酸；辅酶Q10,企业
上海兴瑞一达生物科技有限公司,中国,上海,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
上海农乐生物制品股份有限公司,中国,上海市,2022,3,11,3.6666666666666665,4,13,4.333333333333333,3.6666666666666665,4,生物过程与规模化,发酵工程；生物反应器,生产制造,丙氨酸；发酵罐；微生物发酵；生物发酵；谷氨酸,企业
上海农乐生物制品股份有限公司,中国,上海市,2023,3,9,3.0,4,11,3.6666666666666665,3.0,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品,应用产品；生产制造,微生物发酵；微生物肥料；柠檬酸；生物发酵,企业
上海凯圣生物科技有限公司,中国,上海市,2022,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产,企业
上海凯宝药业股份有限公司,中国,上海市,2022,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物转化,企业
上海凯赛生物技术股份有限公司,中国,上海,2024,15,46,3.066666666666667,4,71,4.733333333333333,3.066666666666667,4,产品与应用；生物过程与规模化,下游分离纯化；发酵工程；工艺放大与中试；平台化合物；氨基酸与有机酸发酵产品,应用产品；生产制造,丙酸；分离纯化；发酵生产；工业化放大；戊二胺；生物发酵；膜过滤；赖氨酸；长链二元酸,企业
上海凯赛生物技术股份有限公司,中国,上海,2025,7,24,3.4285714285714284,4,43,6.142857142857143,3.4285714285714284,4,产品与应用；代谢工程与细胞工厂；生物过程与规模化,发酵工程；平台化合物；表达系统；高值活性分子,应用产品；技术平台；生产制造,PHA；分泌表达；基因敲除；微生物发酵；戊二胺；木质纤维素；核苷酸；生物发酵；表达盒；谷氨酸；赖氨酸,"企业；企业,企业；企业,企业,企业"
上海凯赛生物技术股份有限公司,中国,上海市,2021,11,38,3.4545454545454546,4,65,5.909090909090909,3.4545454545454546,4,产品与应用；生物过程与规模化,发酵工程；平台化合物；高值活性分子,应用产品；生产制造,丙酮酸；分离纯化；发酵液纯化；发酵生产；微生物发酵；戊二胺；核苷酸；生物发酵；膜过滤；赖氨酸；长链二元酸,企业
上海凯赛生物技术股份有限公司,中国,上海市,2022,17,61,3.588235294117647,4,110,6.470588235294118,3.588235294117647,4,产品与应用；原料与低碳路线；生物过程与规模化,下游分离纯化；发酵工程；平台化合物；氨基酸与有机酸发酵产品；非粮生物质；高值活性分子,原料层；应用产品；生产制造,发酵生产；微生物发酵；戊二胺；木质纤维素；核糖体结合位点；核苷酸；生物发酵；膜过滤；赖氨酸；长链二元酸；高通量筛选,企业
上海凯赛生物技术股份有限公司,中国,上海市,2023,25,80,3.2,4,147,5.88,3.2,4,产品与应用；生物过程与规模化；酶与蛋白质工程,发酵工程；定向进化；平台化合物；氨基酸与有机酸发酵产品；高值活性分子,应用产品；技术平台；生产制造,发酵生产；定向进化；戊二胺；柠檬酸；核糖体结合位点；核苷酸；生物发酵；谷氨酸；赖氨酸；连续发酵；长链二元酸,企业
上海创净生物环保科技有限公司,中国,上海市,2021,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
上海创净生物环保科技有限公司,中国,上海市,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,连续发酵,企业
上海力山生物医药有限公司,中国,上海,2025,1,4,4.0,4,4,4.0,4.0,4,计算设计与AI,多组学与系统建模,底层工具,生物知识图谱,企业
上海力沃生物科技有限公司,中国,上海市,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,企业
上海加新生物科技有限公司,中国,上海市,2022,3,8,2.6666666666666665,4,12,4.0,2.6666666666666665,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品；过程控制与优化,应用产品；生产制造,pH控制；发酵生产；柠檬酸；谷氨酸；透明质酸；麦角硫因,企业
上海化工研究院有限公司,中国,上海市,2022,1,1,1.0,1,2,2.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,抗生素发酵；柠檬酸,企业
上海匠造食品有限公司,中国,上海,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
上海医药工业研究院,中国,上海,2024,2,8,4.0,4,10,5.0,4.0,4,代谢工程与细胞工厂；酶与蛋白质工程,代谢工程；生物催化,技术平台；生产制造,核苷酸；生物合成途径；辅酶再生,"企业,科研单位"
上海医药工业研究院,中国,上海市,2021,10,28,2.8,4,32,3.2,2.8,4,产品与应用；生物过程与规模化,下游分离纯化；发酵工程；氨基酸与有机酸发酵产品；生物反应器；过程控制与优化；高值活性分子,应用产品；生产制造,分离纯化；发酵生产；发酵罐；发酵过程控制；柠檬酸；核苷酸；甲硫氨酸；谷氨酸；赖氨酸,"企业,科研单位"
上海医药工业研究院,中国,上海市,2022,7,21,3.0,4,22,3.142857142857143,3.0,4,产品与应用；生物过程与规模化；酶与蛋白质工程,发酵工程；生物催化；生物反应器；高值活性分子,应用产品；生产制造,发酵生产；发酵罐；核苷酸；苏氨酸；辅酶再生,"企业,科研单位"
上海医药工业研究院,中国,上海市,2023,4,12,3.0,4,14,3.5,3.0,4,产品与应用；生物过程与规模化,发酵工程；高值活性分子,应用产品；生产制造,发酵生产；柠檬酸；核苷酸,"企业,科研单位"
上海医药工业研究院有限公司,中国,上海,2025,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化,"企业,企业"
上海医药集团生物治疗技术有限公司,中国,上海,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
上海升华医药科技有限公司,中国,上海,2024,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,丙氨酸；生物催化,企业
上海华颜医药科技有限公司,中国,上海,2025,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤；透明质酸,企业
上海华颜医药科技有限公司,中国,上海市,2021,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
上海卓冶机电科技有限公司,中国,上海,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,可降解聚合物,应用产品,聚乳酸,企业
上海南方模式生物科技股份有限公司,中国,上海,2024,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因编辑,企业
上海南方模式生物科技股份有限公司,中国,上海市,2022,3,12,4.0,4,12,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因编辑,企业
上海南方模式生物科技股份有限公司,中国,上海市,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
上海博唯生物科技有限公司,中国,上海市,2023,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化；核苷酸,企业
上海博满生物科技有限公司,中国,上海,2024,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因编辑；核苷酸,企业
上海博物馆,中国,上海市,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙氨酸,机关团体
上海博瑞思环境科技有限公司,中国,上海,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,生物柴油,企业
上海即索实业有限公司,中国,上海,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,"企业,学校"
上海原天生物科技有限公司,中国,上海,2024,1,2,2.0,2,3,3.0,2.0,2,产品与应用,高值活性分子,应用产品,NMN；丙氨酸；核苷酸；谷氨酸,企业
上海原本生物科技有限公司,中国,上海,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
上海友仁生物科技有限公司,中国,上海,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,赖氨酸,"企业,企业"
上海友仁生物科技有限公司,中国,上海市,2023,1,1,1.0,1,2,2.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,精氨酸；透明质酸,企业
上海双骏环保科技有限公司,中国,上海市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,企业
上海合全药物研发有限公司,中国,上海市,2022,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化,企业
上海合全药物研发有限公司,中国,上海市,2023,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化,企业
上海合庆火龙果科技开发有限公司,中国,上海,2024,1,4,4.0,4,8,8.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；微生物发酵；有机酸发酵；生物发酵,企业
上海合庆火龙果科技开发有限公司,中国,上海,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
上海合庆火龙果科技开发有限公司,中国,上海市,2023,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化；琥珀酸,企业
上海吉态来生物技术有限公司,中国,上海市,2021,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；微生物发酵；生物发酵；连续发酵,企业
上海咏科生物科技有限公司,中国,上海市,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
上海唐科新型包装材料有限公司,中国,上海市,2021,1,2,2.0,2,2,2.0,2.0,2,产品与应用,可降解聚合物,应用产品,PLA,企业
上海商学院,中国,上海,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,过程控制与优化,生产制造,pH控制,学校
上海商学院,中国,上海市,2022,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵；谷氨酸,学校
上海商学院,中国,上海市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙氨酸；精氨酸；谷氨酸,学校
上海善普生物科技有限公司,中国,上海,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
上海园林工程设计有限公司,中国,上海,2025,1,4,4.0,4,6,6.0,4.0,4,生物过程与规模化,发酵工程,生产制造,PLA；微生物发酵；生物发酵；聚乳酸,企业
上海园林绿化建设有限公司,中国,上海,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
上海国际旅行卫生保健中心(上海海关口岸门诊部),中国,上海市,2022,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,机关团体
上海圣珑环境科技有限公司,中国,上海市,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产,企业
上海在田环境科技有限公司,中国,上海市,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
上海在田环境科技有限公司,中国,上海市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
上海埃度医疗器械科技有限公司,中国,上海,2024,1,2,2.0,2,4,4.0,2.0,2,产品与应用,可降解聚合物,应用产品,丙氨酸；聚乳酸；胶原蛋白,企业
上海培晖生物科技发展有限公司,中国,上海市,2023,2,3,1.5,2,4,2.0,1.5,2,产品与应用,氨基酸与有机酸发酵产品；高值活性分子,应用产品,丙酮酸；核苷酸,企业
上海基灵生物科技有限公司,中国,上海,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,企业
上海复华兴生物技术有限公司,中国,上海市,2021,2,5,2.5,3,7,3.5,2.5,3,产品与应用；生物过程与规模化,下游分离纯化；高值活性分子,应用产品；生产制造,分离纯化；核苷酸,企业
