第一申请人,第一申请人地区,第一申请人城市,first_year,last_year,biomanufacturing_patent_count,biomanufacturing_score_sum,biomanufacturing_score_mean,biomanufacturing_score_max,evidence_score_sum,evidence_score_mean,core_score_mean,core_score_max,main_categories,main_sub_categories,industry_segments,matched_terms,first_applicant_types,firm_main_category,firm_main_sub_category,firm_main_industry_segment
上海傲江生态环境科技有限公司,中国,上海市,2021,2021,1,2,2.0,2,2,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,生物燃料,企业,产品与应用,生物能源与燃料,应用产品
上海傲睿科技有限公司,中国,上海,2025,2025,2,8,4.0,4,8,4.0,4.0,4,测试筛选与自动化,微流控与单细胞筛选,底层工具,单细胞分选,企业,测试筛选与自动化,微流控与单细胞筛选,底层工具
上海傲睿科技有限公司,中国,上海市,2022,2022,1,4,4.0,4,8,8.0,4.0,4,测试筛选与自动化,微流控与单细胞筛选,底层工具,单细胞筛选；细胞打印,企业,测试筛选与自动化,微流控与单细胞筛选,底层工具
上海儒克生物科技有限公司,中国,上海,2024,2024,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,蛋白质工程,技术平台,单克隆抗体；抗体工程,企业,酶与蛋白质工程,蛋白质工程,技术平台
上海儒克生物科技有限公司,中国,上海市,2023,2023,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,蛋白质工程,技术平台,单克隆抗体；抗体工程,企业,酶与蛋白质工程,蛋白质工程,技术平台
上海儿童营养中心(海南)有限公司,中国,海口市,2021,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤,企业,生物过程与规模化,下游分离纯化,生产制造
上海元戊医学技术有限公司,中国,上海,2024,2024,2,6,3.0,3,6,3.0,3.0,3,前沿生物制造,干细胞与细胞规模制造,前沿制造,诱导多能干细胞,企业,前沿生物制造,干细胞与细胞规模制造,前沿制造
上海兆维科技发展有限公司,中国,上海,2025,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业,产品与应用,高值活性分子,应用产品
上海光玥生物科技有限公司,中国,上海,2025,2025,1,4,4.0,4,6,6.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,核苷酸；表达宿主,企业,代谢工程与细胞工厂,表达系统,技术平台
上海光玥生物科技有限公司,中国,上海市,2023,2023,1,2,2.0,2,4,4.0,2.0,2,产品与应用,高值活性分子,应用产品,PLA；核苷酸；聚乳酸；聚羟基脂肪酸酯,企业,产品与应用,高值活性分子,应用产品
上海公路桥梁(集团)有限公司,中国,上海市,2022,2022,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,"企业,学校",生物过程与规模化,发酵工程,生产制造
上海六合堂生物科技有限公司,中国,上海市,2021,2021,2,8,4.0,4,18,9.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；固态发酵；液态发酵；深层发酵；生物发酵；生物转化,企业,生物过程与规模化,发酵工程,生产制造
上海兰之美雅化妆品有限公司,中国,上海,2025,2025,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵；胶原蛋白,企业,生物过程与规模化,发酵工程,生产制造
上海共得健康科技集团有限公司,中国,上海,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
上海共得健康科技集团有限公司,中国,上海市,2022,2022,1,2,2.0,2,3,3.0,2.0,2,产品与应用,高值活性分子,应用产品,柠檬酸；辅酶Q10,企业,产品与应用,高值活性分子,应用产品
上海兴瑞一达生物科技有限公司,中国,上海,2025,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业,产品与应用,高值活性分子,应用产品
上海农乐生物制品股份有限公司,中国,上海市,2022,2023,6,20,3.3333333333333335,4,24,4.0,3.3333333333333335,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品；生物反应器,应用产品；生产制造,丙氨酸；发酵罐；微生物发酵；微生物肥料；柠檬酸；生物发酵；谷氨酸,企业,生物过程与规模化,发酵工程,生产制造
上海凯圣生物科技有限公司,中国,上海市,2022,2022,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产,企业,生物过程与规模化,发酵工程,生产制造
上海凯宝药业股份有限公司,中国,上海市,2022,2022,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物转化,企业,酶与蛋白质工程,生物催化,生产制造
上海凯赛生物技术股份有限公司,中国,上海,2024,2025,22,70,3.1818181818181817,4,114,5.181818181818182,3.1818181818181817,4,产品与应用；代谢工程与细胞工厂；生物过程与规模化,下游分离纯化；发酵工程；工艺放大与中试；平台化合物；氨基酸与有机酸发酵产品；表达系统；高值活性分子,应用产品；技术平台；生产制造,PHA；丙酸；分泌表达；分离纯化；发酵生产；基因敲除；工业化放大；微生物发酵；戊二胺；木质纤维素；核苷酸；生物发酵；膜过滤；表达盒；谷氨酸；赖氨酸；长链二元酸,"企业；企业,企业；企业,企业,企业",生物过程与规模化,发酵工程,生产制造
上海凯赛生物技术股份有限公司,中国,上海市,2021,2023,53,179,3.3773584905660377,4,322,6.0754716981132075,3.3773584905660377,4,产品与应用；原料与低碳路线；生物过程与规模化；酶与蛋白质工程,下游分离纯化；发酵工程；定向进化；平台化合物；氨基酸与有机酸发酵产品；非粮生物质；高值活性分子,原料层；应用产品；技术平台；生产制造,丙酮酸；分离纯化；发酵液纯化；发酵生产；定向进化；微生物发酵；戊二胺；木质纤维素；柠檬酸；核糖体结合位点；核苷酸；生物发酵；膜过滤；谷氨酸；赖氨酸；连续发酵；长链二元酸；高通量筛选,企业,生物过程与规模化,发酵工程,生产制造
上海创净生物环保科技有限公司,中国,上海市,2021,2023,2,8,4.0,4,8,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵；连续发酵,企业,生物过程与规模化,发酵工程,生产制造
上海力山生物医药有限公司,中国,上海,2025,2025,1,4,4.0,4,4,4.0,4.0,4,计算设计与AI,多组学与系统建模,底层工具,生物知识图谱,企业,计算设计与AI,多组学与系统建模,底层工具
上海力沃生物科技有限公司,中国,上海市,2021,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,企业,产品与应用,重组药物与生物活性原料,应用产品
上海加新生物科技有限公司,中国,上海市,2022,2022,3,8,2.6666666666666665,4,12,4.0,2.6666666666666665,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品；过程控制与优化,应用产品；生产制造,pH控制；发酵生产；柠檬酸；谷氨酸；透明质酸；麦角硫因,企业,生物过程与规模化,发酵工程,生产制造
上海化工研究院有限公司,中国,上海市,2022,2022,1,1,1.0,1,2,2.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,抗生素发酵；柠檬酸,企业,产品与应用,重组药物与生物活性原料,应用产品
上海匠造食品有限公司,中国,上海,2025,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
上海医药工业研究院,中国,上海,2024,2024,2,8,4.0,4,10,5.0,4.0,4,代谢工程与细胞工厂；酶与蛋白质工程,代谢工程；生物催化,技术平台；生产制造,核苷酸；生物合成途径；辅酶再生,"企业,科研单位",代谢工程与细胞工厂,代谢工程,技术平台
上海医药工业研究院,中国,上海市,2021,2023,21,61,2.9047619047619047,4,68,3.238095238095238,2.9047619047619047,4,产品与应用；生物过程与规模化；酶与蛋白质工程,下游分离纯化；发酵工程；氨基酸与有机酸发酵产品；生物催化；生物反应器；过程控制与优化；高值活性分子,应用产品；生产制造,分离纯化；发酵生产；发酵罐；发酵过程控制；柠檬酸；核苷酸；甲硫氨酸；苏氨酸；谷氨酸；赖氨酸；辅酶再生,"企业,科研单位",生物过程与规模化,高值活性分子,生产制造
上海医药工业研究院有限公司,中国,上海,2025,2025,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化,"企业,企业",酶与蛋白质工程,生物催化,生产制造
上海医药集团生物治疗技术有限公司,中国,上海,2024,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业,产品与应用,高值活性分子,应用产品
上海升华医药科技有限公司,中国,上海,2024,2024,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,丙氨酸；生物催化,企业,酶与蛋白质工程,生物催化,生产制造
上海华颜医药科技有限公司,中国,上海,2025,2025,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤；透明质酸,企业,生物过程与规模化,下游分离纯化,生产制造
上海华颜医药科技有限公司,中国,上海市,2021,2021,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业,生物过程与规模化,发酵工程,生产制造
上海卓冶机电科技有限公司,中国,上海,2025,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,可降解聚合物,应用产品,聚乳酸,企业,产品与应用,可降解聚合物,应用产品
上海南方模式生物科技股份有限公司,中国,上海,2024,2024,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因编辑,企业,DNA/RNA读写编辑,基因与基因组编辑,底层工具
上海南方模式生物科技股份有限公司,中国,上海市,2022,2023,4,14,3.5,4,14,3.5,3.5,4,DNA/RNA读写编辑；产品与应用,基因与基因组编辑；高值活性分子,应用产品；底层工具,CRISPR；基因编辑；核苷酸,企业,DNA/RNA读写编辑,基因与基因组编辑,底层工具
上海博唯生物科技有限公司,中国,上海市,2023,2023,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化；核苷酸,企业,生物过程与规模化,下游分离纯化,生产制造
上海博满生物科技有限公司,中国,上海,2024,2024,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因编辑；核苷酸,企业,DNA/RNA读写编辑,基因与基因组编辑,底层工具
上海博物馆,中国,上海市,2021,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙氨酸,机关团体,产品与应用,氨基酸与有机酸发酵产品,应用产品
上海博瑞思环境科技有限公司,中国,上海,2024,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,生物柴油,企业,产品与应用,生物能源与燃料,应用产品
上海即索实业有限公司,中国,上海,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,"企业,学校",产品与应用,氨基酸与有机酸发酵产品,应用产品
上海原天生物科技有限公司,中国,上海,2024,2024,1,2,2.0,2,3,3.0,2.0,2,产品与应用,高值活性分子,应用产品,NMN；丙氨酸；核苷酸；谷氨酸,企业,产品与应用,高值活性分子,应用产品
上海原本生物科技有限公司,中国,上海,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
上海友仁生物科技有限公司,中国,上海,2025,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,赖氨酸,"企业,企业",产品与应用,氨基酸与有机酸发酵产品,应用产品
上海友仁生物科技有限公司,中国,上海市,2023,2023,1,1,1.0,1,2,2.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,精氨酸；透明质酸,企业,产品与应用,重组药物与生物活性原料,应用产品
上海双骏环保科技有限公司,中国,上海市,2023,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,企业,生物过程与规模化,生物反应器,生产制造
上海合全药物研发有限公司,中国,上海市,2022,2023,2,8,4.0,4,8,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化,企业,酶与蛋白质工程,生物催化,生产制造
上海合庆火龙果科技开发有限公司,中国,上海,2024,2025,2,5,2.5,4,9,4.5,2.5,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品,应用产品；生产制造,发酵罐；微生物发酵；有机酸发酵；柠檬酸；生物发酵,企业,生物过程与规模化,发酵工程,生产制造
上海合庆火龙果科技开发有限公司,中国,上海市,2023,2023,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化；琥珀酸,企业,生物过程与规模化,下游分离纯化,生产制造
上海吉态来生物技术有限公司,中国,上海市,2021,2021,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；微生物发酵；生物发酵；连续发酵,企业,生物过程与规模化,发酵工程,生产制造
上海咏科生物科技有限公司,中国,上海市,2023,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业,产品与应用,高值活性分子,应用产品
上海唐科新型包装材料有限公司,中国,上海市,2021,2021,1,2,2.0,2,2,2.0,2.0,2,产品与应用,可降解聚合物,应用产品,PLA,企业,产品与应用,可降解聚合物,应用产品
上海商学院,中国,上海,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,过程控制与优化,生产制造,pH控制,学校,生物过程与规模化,过程控制与优化,生产制造
上海商学院,中国,上海市,2022,2023,2,5,2.5,4,6,3.0,2.5,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品,应用产品；生产制造,丙氨酸；生物发酵；精氨酸；谷氨酸,学校,生物过程与规模化,发酵工程,生产制造
上海善普生物科技有限公司,中国,上海,2025,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
上海园林工程设计有限公司,中国,上海,2025,2025,1,4,4.0,4,6,6.0,4.0,4,生物过程与规模化,发酵工程,生产制造,PLA；微生物发酵；生物发酵；聚乳酸,企业,生物过程与规模化,发酵工程,生产制造
